Cameron Healthcare Partners - General Ledger
January 1 - December 31, 2025

Date,Account,Debit,Credit,Voucher Type,Voucher No,Against,Party,Remarks
2025-08-07,321001 - Credit Card Rewards - CHP,,47.66,Journal Entry,ACC-JV-2025-00475,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Mercury IO Cashback
2025-08-07,321001 - Credit Card Rewards - CHP,,143.01,Journal Entry,ACC-JV-2025-00476,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Mercury IO Cashback
2025-08-07,420061 - Business Insurance - CHP,952.59,,Journal Entry,ACC-JV-2025-00473,111006 - Mercury Checking (CHP-4128) - CHP,,Note: THE HARTFORD
2025-08-07,420083 - Team Meals - CHP,28.66,,Journal Entry,ACC-JV-2025-00474,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Christos Kitchen
2025-08-08,111006 - Mercury Checking (CHP-4128) - CHP,,12.46,Journal Entry,ACC-JV-2025-00471,420321 - Social Media - Meta - CHP,,Note: Facebook
2025-08-08,111006 - Mercury Checking (CHP-4128) - CHP,,860.45,Journal Entry,ACC-JV-2025-00472,420321 - Social Media - Meta - CHP,,Note: Facebook
2025-08-08,420321 - Social Media - Meta - CHP,12.46,,Journal Entry,ACC-JV-2025-00471,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Facebook
2025-08-08,420321 - Social Media - Meta - CHP,860.45,,Journal Entry,ACC-JV-2025-00472,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Facebook
2025-08-09,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2025-00624,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-08-09,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2025-00624,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-08-11,111006 - Mercury Checking (CHP-4128) - CHP,,194.89,Journal Entry,ACC-JV-2025-00623,420091 - Office Supplies - CHP,,Note: B2B Prime (amazon prime sub)
2025-08-11,111006 - Mercury Checking (CHP-4128) - CHP,,77.31,Journal Entry,ACC-JV-2025-00622,420214 - Software & Apps - CHP,,Note: CallRail
2025-08-11,420091 - Office Supplies - CHP,194.89,,Journal Entry,ACC-JV-2025-00623,111006 - Mercury Checking (CHP-4128) - CHP,,Note: B2B Prime (amazon prime sub)
2025-08-11,420214 - Software & Apps - CHP,77.31,,Journal Entry,ACC-JV-2025-00622,111006 - Mercury Checking (CHP-4128) - CHP,,Note: CallRail
2025-08-12,111006 - Mercury Checking (CHP-4128) - CHP,,"7,799.45",Journal Entry,ACC-JV-2025-00619,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-08-12,111006 - Mercury Checking (CHP-4128) - CHP,,27.22,Journal Entry,ACC-JV-2025-00621,420214 - Software & Apps - CHP,,Note: Replit
2025-08-12,111006 - Mercury Checking (CHP-4128) - CHP,,"2,591.50",Journal Entry,ACC-JV-2025-00620,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-08-12,111006 - Mercury Checking (CHP-4128) - CHP,"7,799.45",,Journal Entry,ACC-JV-2026-00333,211799 - Payroll Clearing Account - CHP,,Note: Clearing correction for ACC-JV-2025-00619. Payroll clearing correction: Aug 1-15 (net pay)
2025-08-12,111006 - Mercury Checking (CHP-4128) - CHP,"2,591.50",,Journal Entry,ACC-JV-2026-00334,211799 - Payroll Clearing Account - CHP,,Note: Clearing correction for ACC-JV-2025-00620. Payroll clearing correction: Aug 1-15 (taxes)
2025-08-12,211799 - Payroll Clearing Account - CHP,"7,799.45",,Journal Entry,ACC-JV-2025-00619,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-08-12,211799 - Payroll Clearing Account - CHP,"2,591.50",,Journal Entry,ACC-JV-2025-00620,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-08-12,211799 - Payroll Clearing Account - CHP,,"7,799.45",Journal Entry,ACC-JV-2026-00333,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Clearing correction for ACC-JV-2025-00619. Payroll clearing correction: Aug 1-15 (net pay)
2025-08-12,211799 - Payroll Clearing Account - CHP,,"2,591.50",Journal Entry,ACC-JV-2026-00334,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Clearing correction for ACC-JV-2025-00620. Payroll clearing correction: Aug 1-15 (taxes)
2025-08-12,420214 - Software & Apps - CHP,27.22,,Journal Entry,ACC-JV-2025-00621,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Replit
2025-08-13,111006 - Mercury Checking (CHP-4128) - CHP,,550.16,Journal Entry,ACC-JV-2025-00618,420062 - Liability Insurance - CHP,,Note: AFCO DIRECT
2025-08-13,420062 - Liability Insurance - CHP,550.16,,Journal Entry,ACC-JV-2025-00618,111006 - Mercury Checking (CHP-4128) - CHP,,Note: AFCO DIRECT
2025-08-15,111006 - Mercury Checking (CHP-4128) - CHP,,"7,799.45",Journal Entry,ACC-JV-2025-00638,"420134 - State Unemployment Insurance Tax - CT - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420101 - Payroll Service Fees - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,"[Rippling] Employee net pay for check date 08/15/2025
Note: [Rippling] Employee net pay for check da"
2025-08-15,111006 - Mercury Checking (CHP-4128) - CHP,,"2,591.50",Journal Entry,ACC-JV-2025-00638,"420134 - State Unemployment Insurance Tax - CT - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420101 - Payroll Service Fees - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,"[Rippling] Payroll taxes paid via Rippling for check date 08/15/2025
Note: [Rippling] Employee net p"
2025-08-15,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,0.02,Journal Entry,ACC-JV-2025-00638,"420134 - State Unemployment Insurance Tax - CT - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420101 - Payroll Service Fees - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Credits for Q2 2025 reconciliation for Jonathan Venuto. Payroll run: Aug 1st - Aug 15th: 
2025-08-15,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,250.00,Journal Entry,ACC-JV-2025-00638,"420134 - State Unemployment Insurance Tax - CT - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420101 - Payroll Service Fees - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Medical Deductions (contribution) liability for Soon Hyouk Lee. Payroll run: Aug 1st - Au
2025-08-15,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,250.00,Journal Entry,ACC-JV-2025-00638,"420134 - State Unemployment Insurance Tax - CT - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420101 - Payroll Service Fees - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Medical Deductions (contribution) liability for Vanessa Jane Quesnelle. Payroll run: Aug 
2025-08-15,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,,319.50,Journal Entry,ACC-JV-2025-00638,"420134 - State Unemployment Insurance Tax - CT - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420101 - Payroll Service Fees - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Medical Deductions (deduction) for Soon Hyouk Lee. Payroll run: Aug 1st - Aug 15th: Camer
2025-08-15,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,,164.50,Journal Entry,ACC-JV-2025-00638,"420134 - State Unemployment Insurance Tax - CT - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420101 - Payroll Service Fees - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Medical Deductions (deduction) for Vanessa Jane Quesnelle. Payroll run: Aug 1st - Aug 15t
2025-08-15,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,109.21,Journal Entry,ACC-JV-2025-00638,"420134 - State Unemployment Insurance Tax - CT - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420101 - Payroll Service Fees - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Dental Deductions (deduction) for Soon Hyouk Lee. Payroll run: Aug 1st - Aug 15th: Camero
2025-08-15,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,74.09,Journal Entry,ACC-JV-2025-00638,"420134 - State Unemployment Insurance Tax - CT - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420101 - Payroll Service Fees - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] Dental Deductions (deduction) for Vanessa Jane Quesnelle. Payroll run: Aug 1st - Aug 15th
2025-08-15,420101 - Payroll Service Fees - CHP,0.01,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Debits for Q2 2025 reconciliation for Soon Hyouk Lee. Payroll run: Aug 1st - Aug 15th: Ca
2025-08-15,420104 - Salary - CHP,"3,125.00",,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Salary for Soon Hyouk Lee. Payroll run: Aug 1st - Aug 15th: Cameron Healthcare Partners L
2025-08-15,420104 - Salary - CHP,"3,958.33",,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Salary for Vanessa Jane Quesnelle. Payroll run: Aug 1st - Aug 15th: Cameron Healthcare Pa
2025-08-15,420104 - Salary - CHP,"3,125.00",,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Salary for Jonathan Venuto. Payroll run: Aug 1st - Aug 15th: Cameron Healthcare Partners 
2025-08-15,420131 - Social Security - Employer - CHP,167.17,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Social Security - Employer for Soon Hyouk Lee. Payroll run: Aug 1st - Aug 15th: Cameron H
2025-08-15,420131 - Social Security - Employer - CHP,230.62,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Social Security - Employer for Vanessa Jane Quesnelle. Payroll run: Aug 1st - Aug 15th: C
2025-08-15,420131 - Social Security - Employer - CHP,193.75,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Social Security - Employer for Jonathan Venuto. Payroll run: Aug 1st - Aug 15th: Cameron 
2025-08-15,420132 - Employer Medicare Tax - CHP,39.10,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Employer Medicare Tax for Soon Hyouk Lee. Payroll run: Aug 1st - Aug 15th: Cameron Health
2025-08-15,420132 - Employer Medicare Tax - CHP,53.94,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Employer Medicare Tax for Vanessa Jane Quesnelle. Payroll run: Aug 1st - Aug 15th: Camero
2025-08-15,420132 - Employer Medicare Tax - CHP,45.31,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Employer Medicare Tax for Jonathan Venuto. Payroll run: Aug 1st - Aug 15th: Cameron Healt
2025-08-15,420134 - State Unemployment Insurance Tax - CT - CHP,24.20,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] State Unemployment Insurance Tax - CT for Soon Hyouk Lee. Payroll run: Aug 1st - Aug 15th
2025-08-15,420135 - NJ Work Force Development/Supplemental Work Force - CHP,3.67,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] New Jersey Workforce Development/Supplemental Workforce Funds for Jonathan Venuto. Payrol
2025-08-15,420136 - State Unemployment Insurance Tax - NJ - CHP,93.20,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] State Unemployment Insurance Tax - NJ for Jonathan Venuto. Payroll run: Aug 1st - Aug 15t
2025-08-15,420137 - New Jersey Employer SDI - CHP,15.63,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] New Jersey Employer SDI for Jonathan Venuto. Payroll run: Aug 1st - Aug 15th: Cameron Hea
2025-08-15,420153 - Medical Deductions - Employer Contribution Expenses - CHP,250.00,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Medical Deductions (contribution) expense for Soon Hyouk Lee. Payroll run: Aug 1st - Aug 
2025-08-15,420153 - Medical Deductions - Employer Contribution Expenses - CHP,250.00,,Journal Entry,ACC-JV-2025-00638,"211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 111006 - Mercury Checking (CHP-4128) - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Medical Deductions (contribution) expense for Vanessa Jane Quesnelle. Payroll run: Aug 1s
2025-08-15,420199 - Garnishment and Taxes not paid by Rippling - CHP,,1.30,Journal Entry,ACC-JV-2025-00638,"420134 - State Unemployment Insurance Tax - CT - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420101 - Payroll Service Fees - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] SDI Withholding - NY for Vanessa Jane Quesnelle. Payroll run: Aug 1st - Aug 15th: Cameron
2025-08-15,420199 - Garnishment and Taxes not paid by Rippling - CHP,,15.36,Journal Entry,ACC-JV-2025-00638,"420134 - State Unemployment Insurance Tax - CT - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420132 - Employer Medicare Tax - CHP, 420101 - Payroll Service Fees - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420104 - Salary - CHP",,[Rippling] FLI Withholding - NY for Vanessa Jane Quesnelle. Payroll run: Aug 1st - Aug 15th: Cameron
2025-08-16,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2025-00616,420301 - TMS Marketing Solutions Monthly - CHP,,Note: TMS Marketing Solutions
2025-08-16,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2025-00617,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-08-16,420301 - TMS Marketing Solutions Monthly - CHP,500.00,,Journal Entry,ACC-JV-2025-00616,111006 - Mercury Checking (CHP-4128) - CHP,,Note: TMS Marketing Solutions
2025-08-16,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2025-00617,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-08-17,111006 - Mercury Checking (CHP-4128) - CHP,,28.89,Journal Entry,ACC-JV-2025-00615,420214 - Software & Apps - CHP,,Note: Slack
2025-08-17,420214 - Software & Apps - CHP,28.89,,Journal Entry,ACC-JV-2025-00615,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Slack
2025-08-18,111006 - Mercury Checking (CHP-4128) - CHP,,998.00,Journal Entry,ACC-JV-2025-00613,420272 - Care RCM (Peter Park) - CHP,,Note: Payoneer Inc. (Peter park at Care RCM)
2025-08-18,111006 - Mercury Checking (CHP-4128) - CHP,,"3,583.58",Journal Entry,ACC-JV-2025-00614,420217 - MB Strategy Group - Billing and PA - CHP,,Note: Mb Strategy Group
2025-08-18,420217 - MB Strategy Group - Billing and PA - CHP,"3,583.58",,Journal Entry,ACC-JV-2025-00614,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Mb Strategy Group
2025-08-18,420272 - Care RCM (Peter Park) - CHP,998.00,,Journal Entry,ACC-JV-2025-00613,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Payoneer Inc. (Peter park at Care RCM)
2025-08-19,111006 - Mercury Checking (CHP-4128) - CHP,,829.00,Journal Entry,ACC-JV-2025-00612,"420153 - Medical Deductions - Employer Contribution Expenses - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: BENEFITHEALTHPLA
2025-08-19,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,329.00,,Journal Entry,ACC-JV-2025-00612,111006 - Mercury Checking (CHP-4128) - CHP,,Note: BENEFITHEALTHPLA
2025-08-19,420153 - Medical Deductions - Employer Contribution Expenses - CHP,500.00,,Journal Entry,ACC-JV-2025-00612,111006 - Mercury Checking (CHP-4128) - CHP,,Note: BENEFITHEALTHPLA
2025-08-20,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,500.00,,Journal Entry,ACC-JV-2025-00720,420153 - Medical Deductions - Employer Contribution Expenses - CHP,,Note: Recategorizing the expense debit originally to being a debit to the 211711 employer contributi
2025-08-20,420153 - Medical Deductions - Employer Contribution Expenses - CHP,,500.00,Journal Entry,ACC-JV-2025-00720,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,Note: Recategorizing the expense debit originally to being a debit to the 211711 employer contributi
2025-08-21,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2025-00611,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-08-21,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2025-00611,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-08-22,111006 - Mercury Checking (CHP-4128) - CHP,,12.72,Journal Entry,ACC-JV-2025-00609,420214 - Software & Apps - CHP,,Note: Microsoft
2025-08-22,111006 - Mercury Checking (CHP-4128) - CHP,,113.27,Journal Entry,ACC-JV-2025-00610,420083 - Team Meals - CHP,,Note: Krupa Grocery
2025-08-22,420083 - Team Meals - CHP,113.27,,Journal Entry,ACC-JV-2025-00610,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Krupa Grocery
2025-08-22,420214 - Software & Apps - CHP,12.72,,Journal Entry,ACC-JV-2025-00609,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Microsoft
2025-08-23,111006 - Mercury Checking (CHP-4128) - CHP,,849.74,Journal Entry,ACC-JV-2025-00608,121301 - Computers & Tablets - CHP,,Note: Best Buy HQ - Company Laptop (macbook air)
2025-08-23,121301 - Computers & Tablets - CHP,849.74,,Journal Entry,ACC-JV-2025-00608,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Best Buy HQ - Company Laptop (macbook air)
2025-08-24,111006 - Mercury Checking (CHP-4128) - CHP,,22.87,Journal Entry,ACC-JV-2025-00607,420214 - Software & Apps - CHP,,Note: Roam HQ
2025-08-24,420214 - Software & Apps - CHP,22.87,,Journal Entry,ACC-JV-2025-00607,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Roam HQ
2025-08-26,111006 - Mercury Checking (CHP-4128) - CHP,,"7,799.47",Journal Entry,ACC-JV-2025-00604,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-08-26,111006 - Mercury Checking (CHP-4128) - CHP,,"2,567.30",Journal Entry,ACC-JV-2025-00603,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-08-26,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2025-00606,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-08-26,111006 - Mercury Checking (CHP-4128) - CHP,,43.08,Journal Entry,ACC-JV-2025-00605,420207 - Amazon Prime - CHP,,Note: Amazon - office supplies / tms comforts
2025-08-26,111006 - Mercury Checking (CHP-4128) - CHP,"7,799.47",,Journal Entry,ACC-JV-2026-00335,211799 - Payroll Clearing Account - CHP,,Note: Clearing correction for ACC-JV-2025-00604. Payroll clearing correction: Aug 16-29 (net pay)
2025-08-26,111006 - Mercury Checking (CHP-4128) - CHP,"2,567.30",,Journal Entry,ACC-JV-2026-00336,211799 - Payroll Clearing Account - CHP,,Note: Clearing correction for ACC-JV-2025-00603. Payroll clearing correction: Aug 16-29 (taxes)
2025-08-26,211799 - Payroll Clearing Account - CHP,"7,799.47",,Journal Entry,ACC-JV-2025-00604,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-08-26,211799 - Payroll Clearing Account - CHP,"2,567.30",,Journal Entry,ACC-JV-2025-00603,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-08-26,211799 - Payroll Clearing Account - CHP,,"7,799.47",Journal Entry,ACC-JV-2026-00335,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Clearing correction for ACC-JV-2025-00604. Payroll clearing correction: Aug 16-29 (net pay)
2025-08-26,211799 - Payroll Clearing Account - CHP,,"2,567.30",Journal Entry,ACC-JV-2026-00336,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Clearing correction for ACC-JV-2025-00603. Payroll clearing correction: Aug 16-29 (taxes)
2025-08-26,420207 - Amazon Prime - CHP,43.08,,Journal Entry,ACC-JV-2025-00605,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Amazon - office supplies / tms comforts
2025-08-26,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2025-00606,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-08-27,111006 - Mercury Checking (CHP-4128) - CHP,,15.00,Journal Entry,ACC-JV-2025-00601,420214 - Software & Apps - CHP,,Note: Canva
2025-08-27,111006 - Mercury Checking (CHP-4128) - CHP,,9.53,Journal Entry,ACC-JV-2025-00602,420214 - Software & Apps - CHP,,Note: Slack
2025-08-27,420214 - Software & Apps - CHP,15.00,,Journal Entry,ACC-JV-2025-00601,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Canva
2025-08-27,420214 - Software & Apps - CHP,9.53,,Journal Entry,ACC-JV-2025-00602,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Slack
2025-08-28,111006 - Mercury Checking (CHP-4128) - CHP,,271.38,Journal Entry,ACC-JV-2025-00600,211799 - Payroll Clearing Account - CHP,,Note: Nu Era Benefits
