Cameron Healthcare Partners - General Ledger
January 1 - December 31, 2025

Date,Account,Debit,Credit,Voucher Type,Voucher No,Against,Party,Remarks
2025-04-22,221302 - LT Loan Payable - Cameron One - CHP,,750.00,Journal Entry,ACC-JV-2026-00305,420011 - TMS Clinical Solutions - CHP,,Note: TMS Clinical Solutions - paid by CO on behalf of CHP (intercompany loan)
2025-04-22,420011 - TMS Clinical Solutions - CHP,750.00,,Journal Entry,ACC-JV-2026-00305,221302 - LT Loan Payable - Cameron One - CHP,,Note: TMS Clinical Solutions - paid by CO on behalf of CHP (intercompany loan)
2025-04-22,420321 - Social Media - Meta - CHP,345.00,,Journal Entry,ACC-JV-2025-00267,111006 - Mercury Checking (CHP-4128) - CHP,,Note: FACEBK *NCAHFQ8YE2
2025-04-23,111006 - Mercury Checking (CHP-4128) - CHP,,29.00,Journal Entry,ACC-JV-2025-00266,420002 - Building & Property Rent - CHP,,Note: WWW.WEWORK.COM
2025-04-23,420002 - Building & Property Rent - CHP,29.00,,Journal Entry,ACC-JV-2025-00266,111006 - Mercury Checking (CHP-4128) - CHP,,Note: WWW.WEWORK.COM
2025-04-24,111006 - Mercury Checking (CHP-4128) - CHP,,15.25,Journal Entry,ACC-JV-2025-00263,434003 - Local Transportation - CHP,,Note: MTA*MNR ETIX TICKET
2025-04-24,111006 - Mercury Checking (CHP-4128) - CHP,,19.52,Journal Entry,ACC-JV-2025-00264,420083 - Team Meals - CHP,,Note: CHIRPING CHICKEN
2025-04-24,111006 - Mercury Checking (CHP-4128) - CHP,,11.25,Journal Entry,ACC-JV-2025-00265,434003 - Local Transportation - CHP,,Note: MTA*MNR ETIX TICKET
2025-04-24,420083 - Team Meals - CHP,19.52,,Journal Entry,ACC-JV-2025-00264,111006 - Mercury Checking (CHP-4128) - CHP,,Note: CHIRPING CHICKEN
2025-04-24,434003 - Local Transportation - CHP,15.25,,Journal Entry,ACC-JV-2025-00263,111006 - Mercury Checking (CHP-4128) - CHP,,Note: MTA*MNR ETIX TICKET
2025-04-24,434003 - Local Transportation - CHP,11.25,,Journal Entry,ACC-JV-2025-00265,111006 - Mercury Checking (CHP-4128) - CHP,,Note: MTA*MNR ETIX TICKET
2025-04-25,111006 - Mercury Checking (CHP-4128) - CHP,,15.25,Journal Entry,ACC-JV-2025-00260,434003 - Local Transportation - CHP,,Note: MTA*MNR ETIX TICKET
2025-04-25,111006 - Mercury Checking (CHP-4128) - CHP,,24.05,Journal Entry,ACC-JV-2025-00261,420083 - Team Meals - CHP,,Note: SQ *CUPPA HIVE
2025-04-25,111006 - Mercury Checking (CHP-4128) - CHP,,380.00,Journal Entry,ACC-JV-2025-00262,420321 - Social Media - Meta - CHP,,Note: FACEBK *7MJL5PYYE2
2025-04-25,420083 - Team Meals - CHP,24.05,,Journal Entry,ACC-JV-2025-00261,111006 - Mercury Checking (CHP-4128) - CHP,,Note: SQ *CUPPA HIVE
2025-04-25,420321 - Social Media - Meta - CHP,380.00,,Journal Entry,ACC-JV-2025-00262,111006 - Mercury Checking (CHP-4128) - CHP,,Note: FACEBK *7MJL5PYYE2
2025-04-25,434003 - Local Transportation - CHP,15.25,,Journal Entry,ACC-JV-2025-00260,111006 - Mercury Checking (CHP-4128) - CHP,,Note: MTA*MNR ETIX TICKET
2025-04-28,111006 - Mercury Checking (CHP-4128) - CHP,"20,000.00",,Journal Entry,ACC-JV-2025-00281-1,117000 - Subscription / Capital Contribution Receivable - CHP,,"Note: This is 20,000 of the 400,000 equity investment receivable previously outstanding."
2025-04-28,117000 - Subscription / Capital Contribution Receivable - CHP,,"20,000.00",Journal Entry,ACC-JV-2025-00281-1,111006 - Mercury Checking (CHP-4128) - CHP,,"20K transfer from CO checking to CHP checking
Note: This is 20,000 of the 400,000 equity investment "
2025-04-30,111006 - Mercury Checking (CHP-4128) - CHP,,28.62,Journal Entry,ACC-JV-2025-00279,450001 - Parking & Tolls - CHP,,"Note: ParkWhiz, Inc."
2025-04-30,111006 - Mercury Checking (CHP-4128) - CHP,,"10,398.35",Journal Entry,ACC-JV-2025-00330,"420132 - Employer Medicare Tax - CHP, 420133 - Federal Unemployment Insurance Tax - CHP, 420131 - Social Security - Employer - CHP, 420137 - New Jersey Employer SDI - CHP, 420104 - Salary - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP",,"[Rippling] Employee net pay for check date 04/30/2025

Note: 2025 April Payroll Run (Off cycle, full"
2025-04-30,111006 - Mercury Checking (CHP-4128) - CHP,,"3,171.50",Journal Entry,ACC-JV-2025-00330,"420132 - Employer Medicare Tax - CHP, 420133 - Federal Unemployment Insurance Tax - CHP, 420131 - Social Security - Employer - CHP, 420137 - New Jersey Employer SDI - CHP, 420104 - Salary - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP",,"[Rippling] Payroll taxes paid via Rippling for check date 04/30/2025

Note: 2025 April Payroll Run ("
2025-04-30,111006 - Mercury Checking (CHP-4128) - CHP,,282.28,Journal Entry,ACC-JV-2026-00394,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,Note: Missing Mercury bank transaction: Nu Era Benefits payroll deduction ($282.28) on 2025-04-30. I
2025-04-30,112000 - Accounts Receivable (A/R) - CHP,"60,000.00",,Journal Entry,ACC-JV-2026-00158,210101 - Deferred MSO Fee Revenue - CHP,Integrative Mind PC,Note: Reversing Deferred MSO Fee revenue. It was already earned. What it should have been was increa
2025-04-30,210101 - Deferred MSO Fee Revenue - CHP,"60,000.00",,Journal Entry,ACC-JV-2025-00362,311007 - Administrative Fee (MSO Services) - CHP,,"Note: 1st month of 6 month agreement. Decreased deferred revenue (liability), crediting revenue."
2025-04-30,210101 - Deferred MSO Fee Revenue - CHP,,"60,000.00",Journal Entry,ACC-JV-2026-00158,Integrative Mind PC,,Note: Reversing Deferred MSO Fee revenue. It was already earned. What it should have been was increa
2025-04-30,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,282.28,,Journal Entry,ACC-JV-2026-00394,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Missing Mercury bank transaction: Nu Era Benefits payroll deduction ($282.28) on 2025-04-30. I
2025-04-30,311007 - Administrative Fee (MSO Services) - CHP,,"60,000.00",Journal Entry,ACC-JV-2025-00362,210101 - Deferred MSO Fee Revenue - CHP,,"Note: 1st month of 6 month agreement. Decreased deferred revenue (liability), crediting revenue."
2025-04-30,420104 - Salary - CHP,"6,250.00",,Journal Entry,ACC-JV-2025-00330,111006 - Mercury Checking (CHP-4128) - CHP,,[Rippling] Salary for Soon Hyouk Lee. Payroll run: April Payroll Run - Cameron HCP: Cameron Healthca
2025-04-30,420104 - Salary - CHP,"6,250.00",,Journal Entry,ACC-JV-2025-00330,111006 - Mercury Checking (CHP-4128) - CHP,,[Rippling] Salary for Jonathan Venuto. Payroll run: April Payroll Run - Cameron HCP: Cameron Healthc
2025-04-30,420131 - Social Security - Employer - CHP,387.50,,Journal Entry,ACC-JV-2025-00330,111006 - Mercury Checking (CHP-4128) - CHP,,[Rippling] Social Security - Employer for Soon Hyouk Lee. Payroll run: April Payroll Run - Cameron H
2025-04-30,420131 - Social Security - Employer - CHP,387.50,,Journal Entry,ACC-JV-2025-00330,111006 - Mercury Checking (CHP-4128) - CHP,,[Rippling] Social Security - Employer for Jonathan Venuto. Payroll run: April Payroll Run - Cameron 
2025-04-30,420132 - Employer Medicare Tax - CHP,90.63,,Journal Entry,ACC-JV-2025-00330,111006 - Mercury Checking (CHP-4128) - CHP,,[Rippling] Employer Medicare Tax for Soon Hyouk Lee. Payroll run: April Payroll Run - Cameron HCP: C
2025-04-30,420132 - Employer Medicare Tax - CHP,90.63,,Journal Entry,ACC-JV-2025-00330,111006 - Mercury Checking (CHP-4128) - CHP,,[Rippling] Employer Medicare Tax for Jonathan Venuto. Payroll run: April Payroll Run - Cameron HCP: 
2025-04-30,420133 - Federal Unemployment Insurance Tax - CHP,37.50,,Journal Entry,ACC-JV-2025-00330,111006 - Mercury Checking (CHP-4128) - CHP,,[Rippling] Federal Unemployment Insurance Tax for Soon Hyouk Lee. Payroll run: April Payroll Run - C
2025-04-30,420133 - Federal Unemployment Insurance Tax - CHP,37.50,,Journal Entry,ACC-JV-2025-00330,111006 - Mercury Checking (CHP-4128) - CHP,,[Rippling] Federal Unemployment Insurance Tax for Jonathan Venuto. Payroll run: April Payroll Run - 
2025-04-30,420135 - NJ Work Force Development/Supplemental Work Force - CHP,7.34,,Journal Entry,ACC-JV-2025-00330,111006 - Mercury Checking (CHP-4128) - CHP,,[Rippling] NJ Work Force Development/Supplemental Work Force for Jonathan Venuto. Payroll run: April
2025-04-30,420137 - New Jersey Employer SDI - CHP,31.25,,Journal Entry,ACC-JV-2025-00330,111006 - Mercury Checking (CHP-4128) - CHP,,[Rippling] New Jersey Employer SDI for Jonathan Venuto. Payroll run: April Payroll Run - Cameron HCP
2025-04-30,450001 - Parking & Tolls - CHP,28.62,,Journal Entry,ACC-JV-2025-00279,111006 - Mercury Checking (CHP-4128) - CHP,,"Note: ParkWhiz, Inc."
2025-05-01,111006 - Mercury Checking (CHP-4128) - CHP,,24.90,Journal Entry,ACC-JV-2025-00259,420214 - Software & Apps - CHP,,Note: FRAPPE CLOUD
2025-05-01,420214 - Software & Apps - CHP,24.90,,Journal Entry,ACC-JV-2025-00259,111006 - Mercury Checking (CHP-4128) - CHP,,Note: FRAPPE CLOUD
2025-05-02,111006 - Mercury Checking (CHP-4128) - CHP,,"2,542.79",Journal Entry,ACC-JV-2025-00257,411005 - Equipment Rental - COGS - CHP,,Note: From Cameron Healthcare Partners LLC via mercury.com - TD Bank - Use agreement: Brainsway TMS
2025-05-02,111006 - Mercury Checking (CHP-4128) - CHP,,"2,220.00",Journal Entry,ACC-JV-2025-00258,420002 - Building & Property Rent - CHP,,Note: Use agreement - 200 PPW location
2025-05-02,111006 - Mercury Checking (CHP-4128) - CHP,,261.30,Journal Entry,ACC-JV-2025-00360,420101 - Payroll Service Fees - CHP,,Note: PEOPLE CENTER
2025-05-02,221302 - LT Loan Payable - Cameron One - CHP,,9.15,Journal Entry,ACC-JV-2026-00307,420214 - Software & Apps - CHP,,Note: Google Workspace (Google GSUITE_cameronh) - paid by CO on behalf of CHP (intercompany loan)
2025-05-02,221302 - LT Loan Payable - Cameron One - CHP,,15.31,Journal Entry,ACC-JV-2026-00306,420214 - Software & Apps - CHP,,Note: Google Workspace (GOOGLE*GSUITE CAMERONP) - paid by CO on behalf of CHP (intercompany loan)
2025-05-02,411005 - Equipment Rental - COGS - CHP,"2,542.79",,Journal Entry,ACC-JV-2025-00257,111006 - Mercury Checking (CHP-4128) - CHP,,Note: From Cameron Healthcare Partners LLC via mercury.com - TD Bank - Use agreement: Brainsway TMS
2025-05-02,420002 - Building & Property Rent - CHP,"2,220.00",,Journal Entry,ACC-JV-2025-00258,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Use agreement - 200 PPW location
2025-05-02,420101 - Payroll Service Fees - CHP,261.30,,Journal Entry,ACC-JV-2025-00360,111006 - Mercury Checking (CHP-4128) - CHP,,Note: PEOPLE CENTER
2025-05-02,420214 - Software & Apps - CHP,9.15,,Journal Entry,ACC-JV-2026-00307,221302 - LT Loan Payable - Cameron One - CHP,,Note: Google Workspace (Google GSUITE_cameronh) - paid by CO on behalf of CHP (intercompany loan)
2025-05-02,420214 - Software & Apps - CHP,15.31,,Journal Entry,ACC-JV-2026-00306,221302 - LT Loan Payable - Cameron One - CHP,,Note: Google Workspace (GOOGLE*GSUITE CAMERONP) - paid by CO on behalf of CHP (intercompany loan)
2025-05-03,111006 - Mercury Checking (CHP-4128) - CHP,,420.75,Journal Entry,ACC-JV-2025-00359,420321 - Social Media - Meta - CHP,,Note: Facebook
2025-05-03,420321 - Social Media - Meta - CHP,420.75,,Journal Entry,ACC-JV-2025-00359,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Facebook
2025-05-04,111006 - Mercury Checking (CHP-4128) - CHP,,418.00,Journal Entry,ACC-JV-2025-00358,420321 - Social Media - Meta - CHP,,Note: Facebook
2025-05-04,420321 - Social Media - Meta - CHP,418.00,,Journal Entry,ACC-JV-2025-00358,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Facebook
2025-05-05,111006 - Mercury Checking (CHP-4128) - CHP,"5,000.00",,Journal Entry,ACC-JV-2025-00356,510009 - Cameron One Inc. (As Unit Holder) Equity Investment - CHP,,"Note: Cameron One, Inc."
2025-05-05,111006 - Mercury Checking (CHP-4128) - CHP,"2,000.00",,Journal Entry,ACC-JV-2025-00357,311007 - Administrative Fee (MSO Services) - CHP,,Note: INTEGRATIVE MEDI
2025-05-05,112000 - Accounts Receivable (A/R) - CHP,,"2,000.00",Journal Entry,ACC-JV-2025-00392,311007 - Administrative Fee (MSO Services) - CHP,Integrative Mind PC,Note: Correcting revenue journal entry previously. Crediting a/r and debiting revenue since revenue 
2025-05-05,311007 - Administrative Fee (MSO Services) - CHP,,"2,000.00",Journal Entry,ACC-JV-2025-00357,111006 - Mercury Checking (CHP-4128) - CHP,,Note: INTEGRATIVE MEDI
2025-05-05,311007 - Administrative Fee (MSO Services) - CHP,"2,000.00",,Journal Entry,ACC-JV-2025-00392,Integrative Mind PC,,Note: Correcting revenue journal entry previously. Crediting a/r and debiting revenue since revenue 
2025-05-05,510009 - Cameron One Inc. (As Unit Holder) Equity Investment - CHP,,"5,000.00",Journal Entry,ACC-JV-2025-00356,111006 - Mercury Checking (CHP-4128) - CHP,,"Note: Cameron One, Inc."
2025-05-06,111006 - Mercury Checking (CHP-4128) - CHP,"375,000.00",,Journal Entry,ACC-JV-2025-00354,510009 - Cameron One Inc. (As Unit Holder) Equity Investment - CHP,,"Note: Cameron One, Inc."
2025-05-06,111006 - Mercury Checking (CHP-4128) - CHP,,"5,000.00",Journal Entry,ACC-JV-2025-00355,Integrative Mind PC,,Note: Integrative Mind Checking (Integrative Medicine Psychiatry PC)
2025-05-06,117000 - Subscription / Capital Contribution Receivable - CHP,,"5,000.00",Journal Entry,ACC-JV-2025-00626,510009 - Cameron One Inc. (As Unit Holder) Equity Investment - CHP,,"Note: Correcting mischaracterized transaction on 05-05-2025, originally Debit to checking (correct) "
2025-05-06,123002 - Loans Receivable - Integrative Mind - CHP,"5,000.00",,Journal Entry,ACC-JV-2025-00355,111006 - Mercury Checking (CHP-4128) - CHP,Integrative Mind PC,Note: Integrative Mind Checking (Integrative Medicine Psychiatry PC)
2025-05-06,510009 - Cameron One Inc. (As Unit Holder) Equity Investment - CHP,,"375,000.00",Journal Entry,ACC-JV-2025-00354,111006 - Mercury Checking (CHP-4128) - CHP,,"Note: Cameron One, Inc."
2025-05-06,510009 - Cameron One Inc. (As Unit Holder) Equity Investment - CHP,"5,000.00",,Journal Entry,ACC-JV-2025-00626,117000 - Subscription / Capital Contribution Receivable - CHP,,"Note: Correcting mischaracterized transaction on 05-05-2025, originally Debit to checking (correct) "
2025-05-07,111006 - Mercury Checking (CHP-4128) - CHP,,517.68,Journal Entry,ACC-JV-2025-00352,420083 - Team Meals - CHP,,Note: Bar Bête
2025-05-07,111006 - Mercury Checking (CHP-4128) - CHP,,37.10,Journal Entry,ACC-JV-2025-00353,450001 - Parking & Tolls - CHP,,Note: ParkWhiz
2025-05-07,117000 - Subscription / Capital Contribution Receivable - CHP,,"375,000.00",Journal Entry,ACC-JV-2025-00625,510009 - Cameron One Inc. (As Unit Holder) Equity Investment - CHP,,Note: Mischaracterized cash coming in. This is a revision transaction that credits the equity receiv
2025-05-07,420083 - Team Meals - CHP,517.68,,Journal Entry,ACC-JV-2025-00352,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Bar Bête
2025-05-07,450001 - Parking & Tolls - CHP,37.10,,Journal Entry,ACC-JV-2025-00353,111006 - Mercury Checking (CHP-4128) - CHP,,Note: ParkWhiz
2025-05-07,510009 - Cameron One Inc. (As Unit Holder) Equity Investment - CHP,"375,000.00",,Journal Entry,ACC-JV-2025-00625,117000 - Subscription / Capital Contribution Receivable - CHP,,Note: Mischaracterized cash coming in. This is a revision transaction that credits the equity receiv
2025-05-08,111006 - Mercury Checking (CHP-4128) - CHP,,"2,220.00",Journal Entry,ACC-JV-2025-00348,420002 - Building & Property Rent - CHP,,"Note: MB7 Chase Account (Mind Body Psychiatry, P.C.)"
2025-05-08,111006 - Mercury Checking (CHP-4128) - CHP,,127.21,Journal Entry,ACC-JV-2025-00349,434004 - Taxis or Shared Rides - CHP,,Note: Lyft
2025-05-08,111006 - Mercury Checking (CHP-4128) - CHP,,377.28,Journal Entry,ACC-JV-2025-00350,420321 - Social Media - Meta - CHP,,Note: Facebook
2025-05-08,111006 - Mercury Checking (CHP-4128) - CHP,,"3,495.00",Journal Entry,ACC-JV-2025-00351,420301 - TMS Marketing Solutions Monthly - CHP,,Note: Tms Marketing Solution
2025-05-08,420002 - Building & Property Rent - CHP,"2,220.00",,Journal Entry,ACC-JV-2025-00348,111006 - Mercury Checking (CHP-4128) - CHP,,"Note: MB7 Chase Account (Mind Body Psychiatry, P.C.)"
2025-05-08,420301 - TMS Marketing Solutions Monthly - CHP,"3,495.00",,Journal Entry,ACC-JV-2025-00351,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Tms Marketing Solution
2025-05-08,420321 - Social Media - Meta - CHP,377.28,,Journal Entry,ACC-JV-2025-00350,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Facebook
2025-05-08,434004 - Taxis or Shared Rides - CHP,127.21,,Journal Entry,ACC-JV-2025-00349,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Lyft
2025-05-09,221302 - LT Loan Payable - Cameron One - CHP,,25.95,Journal Entry,ACC-JV-2026-00308,420214 - Software & Apps - CHP,,Note: Notion - paid by CO on behalf of CHP (intercompany loan)
2025-05-09,420214 - Software & Apps - CHP,25.95,,Journal Entry,ACC-JV-2026-00308,221302 - LT Loan Payable - Cameron One - CHP,,Note: Notion - paid by CO on behalf of CHP (intercompany loan)
2025-05-11,111006 - Mercury Checking (CHP-4128) - CHP,,460.00,Journal Entry,ACC-JV-2025-00346,420321 - Social Media - Meta - CHP,,Note: Facebook
2025-05-11,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2025-00347,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-05-11,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2025-00347,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-05-11,420321 - Social Media - Meta - CHP,460.00,,Journal Entry,ACC-JV-2025-00346,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Facebook
2025-05-12,111006 - Mercury Checking (CHP-4128) - CHP,,15.00,Journal Entry,ACC-JV-2025-00388,420214 - Software & Apps - CHP,,Note: Replit
2025-05-12,420214 - Software & Apps - CHP,15.00,,Journal Entry,ACC-JV-2025-00388,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Replit
2025-05-13,111006 - Mercury Checking (CHP-4128) - CHP,,126.00,Journal Entry,ACC-JV-2025-00385,420216 - Gov't & Related Filing Fees - CHP,,Note: NJGOVSERVEW
2025-05-13,221302 - LT Loan Payable - Cameron One - CHP,,370.00,Journal Entry,ACC-JV-2026-00309,420451 - Legal Fees - Wilson Sonsini - CHP,,Note: Wilson Sonsini (invoice 2904577) - paid by CO on behalf of CHP (intercompany loan)
2025-05-13,420216 - Gov't & Related Filing Fees - CHP,126.00,,Journal Entry,ACC-JV-2025-00385,111006 - Mercury Checking (CHP-4128) - CHP,,Note: NJGOVSERVEW
2025-05-13,420451 - Legal Fees - Wilson Sonsini - CHP,370.00,,Journal Entry,ACC-JV-2026-00309,221302 - LT Loan Payable - Cameron One - CHP,,Note: Wilson Sonsini (invoice 2904577) - paid by CO on behalf of CHP (intercompany loan)
2025-05-14,111006 - Mercury Checking (CHP-4128) - CHP,,39.00,Journal Entry,ACC-JV-2025-00382,420002 - Building & Property Rent - CHP,,Note: WeWork
2025-05-14,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2025-00383,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-05-14,111006 - Mercury Checking (CHP-4128) - CHP,,16.37,Journal Entry,ACC-JV-2025-00384,420214 - Software & Apps - CHP,,Note: Zoom Video Communications
2025-05-14,420002 - Building & Property Rent - CHP,39.00,,Journal Entry,ACC-JV-2025-00382,111006 - Mercury Checking (CHP-4128) - CHP,,Note: WeWork
2025-05-14,420214 - Software & Apps - CHP,16.37,,Journal Entry,ACC-JV-2025-00384,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Zoom Video Communications
2025-05-14,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2025-00383,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-05-15,111006 - Mercury Checking (CHP-4128) - CHP,,39.21,Journal Entry,ACC-JV-2025-00377,420083 - Team Meals - CHP,,Note: La Esquina - Moyni
2025-05-15,111006 - Mercury Checking (CHP-4128) - CHP,,506.00,Journal Entry,ACC-JV-2025-00378,420321 - Social Media - Meta - CHP,,Note: Facebook
2025-05-15,111006 - Mercury Checking (CHP-4128) - CHP,,39.00,Journal Entry,ACC-JV-2025-00379,420002 - Building & Property Rent - CHP,,Note: WeWork
2025-05-15,111006 - Mercury Checking (CHP-4128) - CHP,,750.00,Journal Entry,ACC-JV-2025-00380,420011 - TMS Clinical Solutions - CHP,,Note: TMS Clinical Solutions
2025-05-15,111006 - Mercury Checking (CHP-4128) - CHP,,103.42,Journal Entry,ACC-JV-2025-00381,420083 - Team Meals - CHP,,Note: Le Monde
2025-05-15,111006 - Mercury Checking (CHP-4128) - CHP,,"4,876.69",Journal Entry,ACC-JV-2025-00389,"420133 - Federal Unemployment Insurance Tax - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420104 - Salary - CHP, 420134 - State Unemployment Insurance Tax - CT - CHP, 420137 - New Jersey Employer SDI - CHP, 420132 - Employer Medicare Tax - CHP",,"[Rippling] Employee net pay for check date 05/15/2025
Note: [Rippling] Employee net pay for check da"
2025-05-15,111006 - Mercury Checking (CHP-4128) - CHP,,"1,486.98",Journal Entry,ACC-JV-2025-00389,"420133 - Federal Unemployment Insurance Tax - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420104 - Salary - CHP, 420134 - State Unemployment Insurance Tax - CT - CHP, 420137 - New Jersey Employer SDI - CHP, 420132 - Employer Medicare Tax - CHP",,"[Rippling] Payroll taxes paid via Rippling for check date 05/15/2025
Note: [Rippling] Employee net p"
2025-05-15,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,250.00,Journal Entry,ACC-JV-2025-00389,"420133 - Federal Unemployment Insurance Tax - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420131 - Social Security - Employer - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420104 - Salary - CHP, 420134 - State Unemployment Insurance Tax - CT - CHP, 420137 - New Jersey Employer SDI - CHP, 420132 - Employer Medicare Tax - CHP",,[Rippling] Medical Deductions (contribution) liability for Soon Hyouk Lee. Payroll run May 1st - May
