Posting Date,Account,Debit,Credit,Voucher Type,Voucher No,Against,Remarks
"2025-03-03","321001 - Credit Card Rewards - CO",0.00,3.65,"Journal Entry","ACC-JV-2025-00118","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-03","111004 - Mercury Checking (CP-0942) - CO",3.65,0.00,"Journal Entry","ACC-JV-2025-00118","321001 - Credit Card Rewards - CO",""
"2025-03-03","212004 - Mercury Credit Card (CP) - CO",243.72,0.00,"Journal Entry","ACC-JV-2025-00119","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-03","111004 - Mercury Checking (CP-0942) - CO",0.00,243.72,"Journal Entry","ACC-JV-2025-00119","Mercury Bank",""
"2025-03-02","420083 - Team Meals - CO",139.59,0.00,"Journal Entry","ACC-JV-2025-00120","Mercury Bank",""
"2025-03-02","212004 - Mercury Credit Card (CP) - CO",0.00,139.59,"Journal Entry","ACC-JV-2025-00120","420083 - Team Meals - CO",""
"2025-03-02","434003 - Local Transportation - CO",24.00,0.00,"Journal Entry","ACC-JV-2025-00121","Mercury Bank",""
"2025-03-02","212004 - Mercury Credit Card (CP) - CO",0.00,24.00,"Journal Entry","ACC-JV-2025-00121","434003 - Local Transportation - CO",""
"2025-03-02","420214 - Software & Apps - CO",15.31,0.00,"Journal Entry","ACC-JV-2025-00122","Mercury Bank",""
"2025-03-02","212004 - Mercury Credit Card (CP) - CO",0.00,15.31,"Journal Entry","ACC-JV-2025-00122","420214 - Software & Apps - CO",""
"2025-03-02","420083 - Team Meals - CO",9.47,0.00,"Journal Entry","ACC-JV-2025-00123","Mercury Bank",""
"2025-03-02","212004 - Mercury Credit Card (CP) - CO",0.00,9.47,"Journal Entry","ACC-JV-2025-00123","420083 - Team Meals - CO",""
"2025-03-02","434003 - Local Transportation - CO",24.00,0.00,"Journal Entry","ACC-JV-2025-00124","Mercury Bank",""
"2025-03-02","212004 - Mercury Credit Card (CP) - CO",0.00,24.00,"Journal Entry","ACC-JV-2025-00124","434003 - Local Transportation - CO",""
"2025-03-02","321001 - Credit Card Rewards - CO",0.00,0.27,"Journal Entry","ACC-JV-2025-00125","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-02","111004 - Mercury Checking (CP-0942) - CO",0.27,0.00,"Journal Entry","ACC-JV-2025-00125","321001 - Credit Card Rewards - CO",""
"2025-03-02","420214 - Software & Apps - CO",31.35,0.00,"Journal Entry","ACC-JV-2025-00126","Mercury Bank",""
"2025-03-02","212004 - Mercury Credit Card (CP) - CO",0.00,31.35,"Journal Entry","ACC-JV-2025-00126","420214 - Software & Apps - CO",""
"2025-03-02","212004 - Mercury Credit Card (CP) - CO",18.38,0.00,"Journal Entry","ACC-JV-2025-00127","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-02","111004 - Mercury Checking (CP-0942) - CO",0.00,18.38,"Journal Entry","ACC-JV-2025-00127","Mercury Bank",""
"2025-03-01","420214 - Software & Apps - CO",0.72,0.00,"Journal Entry","ACC-JV-2025-00128","Mercury Bank",""
"2025-03-01","212004 - Mercury Credit Card (CP) - CO",0.00,0.72,"Journal Entry","ACC-JV-2025-00128","420214 - Software & Apps - CO",""
"2025-03-01","420083 - Team Meals - CO",17.66,0.00,"Journal Entry","ACC-JV-2025-00129","Mercury Bank",""
"2025-03-01","212004 - Mercury Credit Card (CP) - CO",0.00,17.66,"Journal Entry","ACC-JV-2025-00129","420083 - Team Meals - CO",""
"2025-02-28","321001 - Credit Card Rewards - CO",0.00,3.75,"Journal Entry","ACC-JV-2025-00130","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-28","111004 - Mercury Checking (CP-0942) - CO",3.75,0.00,"Journal Entry","ACC-JV-2025-00130","321001 - Credit Card Rewards - CO",""
"2025-02-28","212004 - Mercury Credit Card (CP) - CO",250.00,0.00,"Journal Entry","ACC-JV-2025-00131","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-28","111004 - Mercury Checking (CP-0942) - CO",0.00,250.00,"Journal Entry","ACC-JV-2025-00131","Mercury Bank",""
"2025-02-27","420216 - Gov't & Related Filing Fees - CO",250.00,0.00,"Journal Entry","ACC-JV-2025-00132","Mercury Bank",""
"2025-02-27","212004 - Mercury Credit Card (CP) - CO",0.00,250.00,"Journal Entry","ACC-JV-2025-00132","420216 - Gov't & Related Filing Fees - CO",""
"2025-02-25","321001 - Credit Card Rewards - CO",0.00,0.63,"Journal Entry","ACC-JV-2025-00133","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-25","111004 - Mercury Checking (CP-0942) - CO",0.63,0.00,"Journal Entry","ACC-JV-2025-00133","321001 - Credit Card Rewards - CO",""
"2025-02-25","212004 - Mercury Credit Card (CP) - CO",42.08,0.00,"Journal Entry","ACC-JV-2025-00134","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-25","111004 - Mercury Checking (CP-0942) - CO",0.00,42.08,"Journal Entry","ACC-JV-2025-00134","Mercury Bank",""
"2025-02-24","420092 - Postage - CO",42.08,0.00,"Journal Entry","ACC-JV-2025-00135","Mercury Bank",""
"2025-02-24","212004 - Mercury Credit Card (CP) - CO",0.00,42.08,"Journal Entry","ACC-JV-2025-00135","420092 - Postage - CO",""
"2025-02-21","321001 - Credit Card Rewards - CO",0.00,2.92,"Journal Entry","ACC-JV-2025-00136","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-21","111004 - Mercury Checking (CP-0942) - CO",2.92,0.00,"Journal Entry","ACC-JV-2025-00136","321001 - Credit Card Rewards - CO",""
"2025-02-21","212004 - Mercury Credit Card (CP) - CO",195.00,0.00,"Journal Entry","ACC-JV-2025-00137","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-21","111004 - Mercury Checking (CP-0942) - CO",0.00,195.00,"Journal Entry","ACC-JV-2025-00137","Mercury Bank",""
"2025-02-20","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",0.00,5000.00,"Journal Entry","ACC-JV-2025-00138","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-20","111004 - Mercury Checking (CP-0942) - CO",5000.00,0.00,"Journal Entry","ACC-JV-2025-00138","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",""
"2025-02-20","420452 - Legal Fees - Neil Belloff - CO",2268.00,0.00,"Journal Entry","ACC-JV-2025-00139","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-20","111004 - Mercury Checking (CP-0942) - CO",0.00,2268.00,"Journal Entry","ACC-JV-2025-00139","420074 - Legal Fees - Neil Belloff - CO",""
"2025-02-20","420451 - Legal Fees - Wilson Sonsini - CO",8556.50,0.00,"Journal Entry","ACC-JV-2025-00140","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-20","111004 - Mercury Checking (CP-0942) - CO",0.00,8556.50,"Journal Entry","ACC-JV-2025-00140","420073 - Legal Fees - Wilson Sonsini - CO",""
"2025-02-20","420455 - Legal Fees - Anita Lee - CO",195.00,0.00,"Journal Entry","ACC-JV-2025-00141","Mercury Bank",""
"2025-02-20","212004 - Mercury Credit Card (CP) - CO",0.00,195.00,"Journal Entry","ACC-JV-2025-00141","420077 - Legal Fees - Anita Lee - CO",""
"2025-02-19","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",0.00,10000.00,"Journal Entry","ACC-JV-2025-00142","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-19","111004 - Mercury Checking (CP-0942) - CO",10000.00,0.00,"Journal Entry","ACC-JV-2025-00142","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",""
"2025-02-17","321001 - Credit Card Rewards - CO",0.00,0.29,"Journal Entry","ACC-JV-2025-00143","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-17","111004 - Mercury Checking (CP-0942) - CO",0.29,0.00,"Journal Entry","ACC-JV-2025-00143","321001 - Credit Card Rewards - CO",""
"2025-02-17","212004 - Mercury Credit Card (CP) - CO",19.05,0.00,"Journal Entry","ACC-JV-2025-00144","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-17","111004 - Mercury Checking (CP-0942) - CO",0.00,19.05,"Journal Entry","ACC-JV-2025-00144","Mercury Bank",""
"2025-02-16","420214 - Software & Apps - CO",19.05,0.00,"Journal Entry","ACC-JV-2025-00145","Mercury Bank",""
"2025-02-16","212004 - Mercury Credit Card (CP) - CO",0.00,19.05,"Journal Entry","ACC-JV-2025-00145","420214 - Software & Apps - CO",""
"2025-02-15","321001 - Credit Card Rewards - CO",0.00,31.72,"Journal Entry","ACC-JV-2025-00146","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-15","111004 - Mercury Checking (CP-0942) - CO",31.72,0.00,"Journal Entry","ACC-JV-2025-00146","321001 - Credit Card Rewards - CO",""
"2025-02-15","212004 - Mercury Credit Card (CP) - CO",2115.00,0.00,"Journal Entry","ACC-JV-2025-00147","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-15","111004 - Mercury Checking (CP-0942) - CO",0.00,2115.00,"Journal Entry","ACC-JV-2025-00147","Mercury Bank",""
"2025-02-14","420210 - Website - CO",1875.00,0.00,"Journal Entry","ACC-JV-2025-00148","Mercury Bank",""
"2025-02-14","212004 - Mercury Credit Card (CP) - CO",0.00,1875.00,"Journal Entry","ACC-JV-2025-00148","420210 - Website - CO",""
"2025-02-14","420214 - Software & Apps - CO",240.00,0.00,"Journal Entry","ACC-JV-2025-00149","Mercury Bank",""
"2025-02-14","212004 - Mercury Credit Card (CP) - CO",0.00,240.00,"Journal Entry","ACC-JV-2025-00149","420214 - Software & Apps - CO",""
"2025-02-10","321001 - Credit Card Rewards - CO",0.00,0.19,"Journal Entry","ACC-JV-2025-00150","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-10","111004 - Mercury Checking (CP-0942) - CO",0.19,0.00,"Journal Entry","ACC-JV-2025-00150","321001 - Credit Card Rewards - CO",""
"2025-02-10","212004 - Mercury Credit Card (CP) - CO",12.98,0.00,"Journal Entry","ACC-JV-2025-00151","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-10","111004 - Mercury Checking (CP-0942) - CO",0.00,12.98,"Journal Entry","ACC-JV-2025-00151","Mercury Bank",""
"2025-02-09","420214 - Software & Apps - CO",12.98,0.00,"Journal Entry","ACC-JV-2025-00152","Mercury Bank",""
"2025-02-09","212004 - Mercury Credit Card (CP) - CO",0.00,12.98,"Journal Entry","ACC-JV-2025-00152","420214 - Software & Apps - CO",""
"2025-02-08","321001 - Credit Card Rewards - CO",0.00,5.12,"Journal Entry","ACC-JV-2025-00153","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-08","111004 - Mercury Checking (CP-0942) - CO",5.12,0.00,"Journal Entry","ACC-JV-2025-00153","321001 - Credit Card Rewards - CO",""
"2025-02-08","212004 - Mercury Credit Card (CP) - CO",341.00,0.00,"Journal Entry","ACC-JV-2025-00154","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-08","111004 - Mercury Checking (CP-0942) - CO",0.00,341.00,"Journal Entry","ACC-JV-2025-00154","Mercury Bank",""
"2025-02-07","420216 - Gov't & Related Filing Fees - CO",341.00,0.00,"Journal Entry","ACC-JV-2025-00155","Mercury Bank",""
"2025-02-07","212004 - Mercury Credit Card (CP) - CO",0.00,341.00,"Journal Entry","ACC-JV-2025-00155","420216 - Gov't & Related Filing Fees - CO",""
"2025-02-03","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",0.00,3500.00,"Journal Entry","ACC-JV-2025-00156","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-03","111004 - Mercury Checking (CP-0942) - CO",3500.00,0.00,"Journal Entry","ACC-JV-2025-00156","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",""
"2025-02-03","321001 - Credit Card Rewards - CO",0.00,0.70,"Journal Entry","ACC-JV-2025-00157","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-03","111004 - Mercury Checking (CP-0942) - CO",0.70,0.00,"Journal Entry","ACC-JV-2025-00157","321001 - Credit Card Rewards - CO",""
"2025-02-03","212004 - Mercury Credit Card (CP) - CO",46.66,0.00,"Journal Entry","ACC-JV-2025-00158","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-03","111004 - Mercury Checking (CP-0942) - CO",0.00,46.66,"Journal Entry","ACC-JV-2025-00158","Mercury Bank",""
"2025-02-02","420214 - Software & Apps - CO",31.35,0.00,"Journal Entry","ACC-JV-2025-00159","Mercury Bank",""
"2025-02-02","212004 - Mercury Credit Card (CP) - CO",0.00,31.35,"Journal Entry","ACC-JV-2025-00159","420214 - Software & Apps - CO",""
"2025-02-02","420214 - Software & Apps - CO",15.31,0.00,"Journal Entry","ACC-JV-2025-00160","Mercury Bank",""
"2025-02-02","212004 - Mercury Credit Card (CP) - CO",0.00,15.31,"Journal Entry","ACC-JV-2025-00160","420214 - Software & Apps - CO",""
"2025-02-02","321001 - Credit Card Rewards - CO",0.00,0.44,"Journal Entry","ACC-JV-2025-00161","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-02","111004 - Mercury Checking (CP-0942) - CO",0.44,0.00,"Journal Entry","ACC-JV-2025-00161","321001 - Credit Card Rewards - CO",""
"2025-02-02","212004 - Mercury Credit Card (CP) - CO",29.36,0.00,"Journal Entry","ACC-JV-2025-00162","111004 - Mercury Checking (CP-0942) - CO",""
"2025-02-02","111004 - Mercury Checking (CP-0942) - CO",0.00,29.36,"Journal Entry","ACC-JV-2025-00162","Mercury Bank",""
"2025-02-01","420221 - Indeed Expense - CO",29.36,0.00,"Journal Entry","ACC-JV-2025-00163","Mercury Bank",""
"2025-02-01","212004 - Mercury Credit Card (CP) - CO",0.00,29.36,"Journal Entry","ACC-JV-2025-00163","420221 - Indeed Expense - CO",""
"2025-01-29","321001 - Credit Card Rewards - CO",0.00,0.50,"Journal Entry","ACC-JV-2025-00164","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-29","111004 - Mercury Checking (CP-0942) - CO",0.50,0.00,"Journal Entry","ACC-JV-2025-00164","321001 - Credit Card Rewards - CO",""
"2025-01-29","212004 - Mercury Credit Card (CP) - CO",33.60,0.00,"Journal Entry","ACC-JV-2025-00165","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-29","111004 - Mercury Checking (CP-0942) - CO",0.00,33.60,"Journal Entry","ACC-JV-2025-00165","Mercury Bank",""
"2025-01-28","420083 - Team Meals - CO",33.60,0.00,"Journal Entry","ACC-JV-2025-00166","Mercury Bank",""
"2025-01-28","212004 - Mercury Credit Card (CP) - CO",0.00,33.60,"Journal Entry","ACC-JV-2025-00166","420083 - Team Meals - CO",""
"2025-01-25","321001 - Credit Card Rewards - CO",0.00,0.37,"Journal Entry","ACC-JV-2025-00167","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-25","111004 - Mercury Checking (CP-0942) - CO",0.37,0.00,"Journal Entry","ACC-JV-2025-00167","321001 - Credit Card Rewards - CO",""
"2025-01-25","212004 - Mercury Credit Card (CP) - CO",24.50,0.00,"Journal Entry","ACC-JV-2025-00168","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-25","111004 - Mercury Checking (CP-0942) - CO",0.00,24.50,"Journal Entry","ACC-JV-2025-00168","Mercury Bank",""
"2025-01-24","420092 - Postage - CO",24.50,0.00,"Journal Entry","ACC-JV-2025-00169","Mercury Bank",""
"2025-01-24","212004 - Mercury Credit Card (CP) - CO",0.00,24.50,"Journal Entry","ACC-JV-2025-00169","420092 - Postage - CO",""
"2025-01-23","321001 - Credit Card Rewards - CO",0.00,1.38,"Journal Entry","ACC-JV-2025-00170","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-23","111004 - Mercury Checking (CP-0942) - CO",1.38,0.00,"Journal Entry","ACC-JV-2025-00170","321001 - Credit Card Rewards - CO",""
"2025-01-23","212004 - Mercury Credit Card (CP) - CO",92.01,0.00,"Journal Entry","ACC-JV-2025-00171","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-23","111004 - Mercury Checking (CP-0942) - CO",0.00,92.01,"Journal Entry","ACC-JV-2025-00171","Mercury Bank",""
"2025-01-22","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",0.00,1000.00,"Journal Entry","ACC-JV-2025-00172","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-22","111004 - Mercury Checking (CP-0942) - CO",1000.00,0.00,"Journal Entry","ACC-JV-2025-00172","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",""
"2025-01-22","420214 - Software & Apps - CO",2.01,0.00,"Journal Entry","ACC-JV-2025-00173","Mercury Bank",""
"2025-01-22","212004 - Mercury Credit Card (CP) - CO",0.00,2.01,"Journal Entry","ACC-JV-2025-00173","420214 - Software & Apps - CO",""
"2025-01-22","420216 - Gov't & Related Filing Fees - CO",90.00,0.00,"Journal Entry","ACC-JV-2025-00174","Mercury Bank",""
"2025-01-22","212004 - Mercury Credit Card (CP) - CO",0.00,90.00,"Journal Entry","ACC-JV-2025-00174","420216 - Gov't & Related Filing Fees - CO",""
"2025-01-19","321001 - Credit Card Rewards - CO",0.00,0.40,"Journal Entry","ACC-JV-2025-00175","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-19","111004 - Mercury Checking (CP-0942) - CO",0.40,0.00,"Journal Entry","ACC-JV-2025-00175","321001 - Credit Card Rewards - CO",""
"2025-01-19","212004 - Mercury Credit Card (CP) - CO",26.43,0.00,"Journal Entry","ACC-JV-2025-00176","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-19","111004 - Mercury Checking (CP-0942) - CO",0.00,26.43,"Journal Entry","ACC-JV-2025-00176","Mercury Bank",""
"2025-01-18","420214 - Software & Apps - CO",26.43,0.00,"Journal Entry","ACC-JV-2025-00177","Mercury Bank",""
"2025-01-18","212004 - Mercury Credit Card (CP) - CO",0.00,26.43,"Journal Entry","ACC-JV-2025-00177","420214 - Software & Apps - CO",""
"2025-01-18","321001 - Credit Card Rewards - CO",0.00,0.63,"Journal Entry","ACC-JV-2025-00178","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-18","111004 - Mercury Checking (CP-0942) - CO",0.63,0.00,"Journal Entry","ACC-JV-2025-00178","321001 - Credit Card Rewards - CO",""
"2025-01-18","212004 - Mercury Credit Card (CP) - CO",41.75,0.00,"Journal Entry","ACC-JV-2025-00179","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-18","111004 - Mercury Checking (CP-0942) - CO",0.00,41.75,"Journal Entry","ACC-JV-2025-00179","Mercury Bank",""
"2025-01-17","434003 - Local Transportation - CO",24.00,0.00,"Journal Entry","ACC-JV-2025-00180","Mercury Bank",""
"2025-01-17","212004 - Mercury Credit Card (CP) - CO",0.00,24.00,"Journal Entry","ACC-JV-2025-00180","434003 - Local Transportation - CO",""
"2025-01-17","434003 - Local Transportation - CO",17.75,0.00,"Journal Entry","ACC-JV-2025-00181","Mercury Bank",""
"2025-01-17","212004 - Mercury Credit Card (CP) - CO",0.00,17.75,"Journal Entry","ACC-JV-2025-00181","434003 - Local Transportation - CO",""
"2025-01-17","321001 - Credit Card Rewards - CO",0.00,27.00,"Journal Entry","ACC-JV-2025-00182","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-17","111004 - Mercury Checking (CP-0942) - CO",27.00,0.00,"Journal Entry","ACC-JV-2025-00182","321001 - Credit Card Rewards - CO",""
"2025-01-17","212004 - Mercury Credit Card (CP) - CO",1800.00,0.00,"Journal Entry","ACC-JV-2025-00183","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-17","111004 - Mercury Checking (CP-0942) - CO",0.00,1800.00,"Journal Entry","ACC-JV-2025-00183","Mercury Bank",""
"2025-01-16","420011 - TMS Clinical Solutions - CO",1800.00,0.00,"Journal Entry","ACC-JV-2025-00184","Mercury Bank",""
"2025-01-16","212004 - Mercury Credit Card (CP) - CO",0.00,1800.00,"Journal Entry","ACC-JV-2025-00184","420011 - TMS Clinical Solutions - CO",""
"2025-01-11","321001 - Credit Card Rewards - CO",0.00,1.51,"Journal Entry","ACC-JV-2025-00185","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-11","111004 - Mercury Checking (CP-0942) - CO",1.51,0.00,"Journal Entry","ACC-JV-2025-00185","321001 - Credit Card Rewards - CO",""
"2025-01-11","212004 - Mercury Credit Card (CP) - CO",100.15,0.00,"Journal Entry","ACC-JV-2025-00186","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-11","111004 - Mercury Checking (CP-0942) - CO",0.00,100.15,"Journal Entry","ACC-JV-2025-00186","Mercury Bank",""
"2025-01-10","434003 - Local Transportation - CO",17.75,0.00,"Journal Entry","ACC-JV-2025-00187","Mercury Bank",""
"2025-01-10","212004 - Mercury Credit Card (CP) - CO",0.00,17.75,"Journal Entry","ACC-JV-2025-00187","434003 - Local Transportation - CO",""
"2025-01-10","434003 - Local Transportation - CO",17.75,0.00,"Journal Entry","ACC-JV-2025-00188","Mercury Bank",""
"2025-01-10","212004 - Mercury Credit Card (CP) - CO",0.00,17.75,"Journal Entry","ACC-JV-2025-00188","434003 - Local Transportation - CO",""
"2025-01-10","420083 - Team Meals - CO",11.34,0.00,"Journal Entry","ACC-JV-2025-00189","Mercury Bank",""
"2025-01-10","212004 - Mercury Credit Card (CP) - CO",0.00,11.34,"Journal Entry","ACC-JV-2025-00189","420083 - Team Meals - CO",""
"2025-01-10","420083 - Team Meals - CO",38.00,0.00,"Journal Entry","ACC-JV-2025-00190","Mercury Bank",""
"2025-01-10","212004 - Mercury Credit Card (CP) - CO",0.00,38.00,"Journal Entry","ACC-JV-2025-00190","420083 - Team Meals - CO",""
"2025-01-10","420214 - Software & Apps - CO",15.31,0.00,"Journal Entry","ACC-JV-2025-00191","Mercury Bank",""
"2025-01-10","212004 - Mercury Credit Card (CP) - CO",0.00,15.31,"Journal Entry","ACC-JV-2025-00191","420214 - Software & Apps - CO",""
"2025-01-10","321001 - Credit Card Rewards - CO",0.00,0.39,"Journal Entry","ACC-JV-2025-00192","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-10","111004 - Mercury Checking (CP-0942) - CO",0.39,0.00,"Journal Entry","ACC-JV-2025-00192","321001 - Credit Card Rewards - CO",""
"2025-01-10","212004 - Mercury Credit Card (CP) - CO",25.95,0.00,"Journal Entry","ACC-JV-2025-00193","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-10","111004 - Mercury Checking (CP-0942) - CO",0.00,25.95,"Journal Entry","ACC-JV-2025-00193","Mercury Bank",""
"2025-01-09","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",0.00,1800.00,"Journal Entry","ACC-JV-2025-00194","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-09","111004 - Mercury Checking (CP-0942) - CO",1800.00,0.00,"Journal Entry","ACC-JV-2025-00194","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",""
"2025-01-09","420214 - Software & Apps - CO",25.95,0.00,"Journal Entry","ACC-JV-2025-00195","Mercury Bank",""
"2025-01-09","212004 - Mercury Credit Card (CP) - CO",0.00,25.95,"Journal Entry","ACC-JV-2025-00195","420214 - Software & Apps - CO",""
"2025-01-09","321001 - Credit Card Rewards - CO",0.00,1.29,"Journal Entry","ACC-JV-2025-00196","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-09","111004 - Mercury Checking (CP-0942) - CO",1.29,0.00,"Journal Entry","ACC-JV-2025-00196","321001 - Credit Card Rewards - CO",""
"2025-01-09","212004 - Mercury Credit Card (CP) - CO",86.45,0.00,"Journal Entry","ACC-JV-2025-00197","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-09","111004 - Mercury Checking (CP-0942) - CO",0.00,86.45,"Journal Entry","ACC-JV-2025-00197","Mercury Bank",""
"2025-01-08","434003 - Local Transportation - CO",2.90,0.00,"Journal Entry","ACC-JV-2025-00198","Mercury Bank",""
"2025-01-08","212004 - Mercury Credit Card (CP) - CO",0.00,2.90,"Journal Entry","ACC-JV-2025-00198","434003 - Local Transportation - CO",""
"2025-01-08","434003 - Local Transportation - CO",24.00,0.00,"Journal Entry","ACC-JV-2025-00199","Mercury Bank",""
"2025-01-08","212004 - Mercury Credit Card (CP) - CO",0.00,24.00,"Journal Entry","ACC-JV-2025-00199","434003 - Local Transportation - CO",""
"2025-01-08","434003 - Local Transportation - CO",24.00,0.00,"Journal Entry","ACC-JV-2025-00200","Mercury Bank",""
"2025-01-08","212004 - Mercury Credit Card (CP) - CO",0.00,24.00,"Journal Entry","ACC-JV-2025-00200","434003 - Local Transportation - CO",""
"2025-01-08","434003 - Local Transportation - CO",2.90,0.00,"Journal Entry","ACC-JV-2025-00201","Mercury Bank",""
"2025-01-08","212004 - Mercury Credit Card (CP) - CO",0.00,2.90,"Journal Entry","ACC-JV-2025-00201","434003 - Local Transportation - CO",""
"2025-01-08","450001 - Parking & Tolls - CO",3.65,0.00,"Journal Entry","ACC-JV-2025-00202","Mercury Bank",""
"2025-01-08","212004 - Mercury Credit Card (CP) - CO",0.00,3.65,"Journal Entry","ACC-JV-2025-00202","450001 - Parking & Tolls - CO",""
"2025-01-08","420002 - Building & Property Rent - CO",29.00,0.00,"Journal Entry","ACC-JV-2025-00203","Mercury Bank",""
"2025-01-08","212004 - Mercury Credit Card (CP) - CO",0.00,29.00,"Journal Entry","ACC-JV-2025-00203","420002 - Building & Property Rent - CO",""
"2025-01-04","321001 - Credit Card Rewards - CO",0.00,0.09,"Journal Entry","ACC-JV-2025-00204","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-04","111004 - Mercury Checking (CP-0942) - CO",0.09,0.00,"Journal Entry","ACC-JV-2025-00204","321001 - Credit Card Rewards - CO",""
"2025-01-04","212004 - Mercury Credit Card (CP) - CO",6.55,0.00,"Journal Entry","ACC-JV-2025-00205","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-04","111004 - Mercury Checking (CP-0942) - CO",0.00,6.55,"Journal Entry","ACC-JV-2025-00205","Mercury Bank",""
"2025-01-03","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",0.00,750.00,"Journal Entry","ACC-JV-2025-00206","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-03","111004 - Mercury Checking (CP-0942) - CO",750.00,0.00,"Journal Entry","ACC-JV-2025-00206","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",""
"2025-01-03","434003 - Local Transportation - CO",2.90,0.00,"Journal Entry","ACC-JV-2025-00207","Mercury Bank",""
"2025-01-03","212004 - Mercury Credit Card (CP) - CO",0.00,2.90,"Journal Entry","ACC-JV-2025-00207","434003 - Local Transportation - CO",""
"2025-01-03","450001 - Parking & Tolls - CO",3.65,0.00,"Journal Entry","ACC-JV-2025-00208","Mercury Bank",""
"2025-01-03","212004 - Mercury Credit Card (CP) - CO",0.00,3.65,"Journal Entry","ACC-JV-2025-00208","450001 - Parking & Tolls - CO",""
"2025-01-02","321001 - Credit Card Rewards - CO",0.00,0.22,"Journal Entry","ACC-JV-2025-00209","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-02","111004 - Mercury Checking (CP-0942) - CO",0.22,0.00,"Journal Entry","ACC-JV-2025-00209","321001 - Credit Card Rewards - CO",""
"2025-01-02","212004 - Mercury Credit Card (CP) - CO",14.99,0.00,"Journal Entry","ACC-JV-2025-00210","111004 - Mercury Checking (CP-0942) - CO",""
"2025-01-02","111004 - Mercury Checking (CP-0942) - CO",0.00,14.99,"Journal Entry","ACC-JV-2025-00210","Mercury Bank",""
"2025-01-01","434004 - Taxis or Shared Rides - CO",14.99,0.00,"Journal Entry","ACC-JV-2025-00211","Mercury Bank",""
"2025-01-01","212004 - Mercury Credit Card (CP) - CO",0.00,14.99,"Journal Entry","ACC-JV-2025-00211","434004 - Taxis or Shared Rides - CO",""
